year,targetState,sourceState,taxReturnInflows,taxExemptionsInflows,adjustedGrossIncomeInflows
2009,48,13,8133,18622,377599000
2008,48,13,7825,17337,413131000
2007,48,13,7177,15936,378408000
2006,48,13,6067,13420,371168000
2005,48,13,5943,13010,305593000
2004,48,13,5424,11883,247470000
2003,48,13,5951,12679,266159000
2002,48,13,6357,13824,313706000
2001,48,13,6604,14142,338050000
2000,48,13,6119,13324,308466000
1999,48,13,6021,13208,291032000
1998,48,13,6203,13414,281391000
1997,48,13,5712,12559,221336000
1996,48,13,5849,12787,208646000
1995,48,13,5454,11867,169474000
1994,48,13,5036,11440,157444000
1993,48,13,5100,11686,162120000
2011,48,15,1953,4503,82053000
2010,48,15,1751,3922,65683000
2009,48,15,1990,4496,82701000
2008,48,15,1802,4064,80605000
2007,48,15,1872,4244,78266000
2006,48,15,1805,4330,67329000
2005,48,15,1286,2857,55887000
2004,48,15,1432,3316,51352000
2003,48,15,1403,3091,47611000
2002,48,15,1324,3006,46568000
2001,48,15,1376,3166,49128000
2000,48,15,1433,3283,49895000
1999,48,15,1611,3719,52085000
1998,48,15,1514,3504,50172000
1997,48,15,1578,3679,48949000
1996,48,15,1713,3965,49416000
1995,48,15,1743,3985,48388000
1994,48,15,1791,4070,48494000
1993,48,15,1805,4321,51612000
2011,48,16,1004,2292,39898000
2010,48,16,943,2181,29005000
2009,48,16,1004,2253,42620000
2008,48,16,912,2052,37047000
2007,48,16,917,2051,39059000
2006,48,16,829,1812,31145000
2005,48,16,738,1673,28706000
2004,48,16,770,1675,25400000
2003,48,16,758,1699,23660000
2002,48,16,834,1915,29691000
2001,48,16,774,1757,30398000
2000,48,16,758,1804,29607000
1999,48,16,776,1737,22158000
1998,48,16,785,1874,25614000
1997,48,16,730,1749,24741000
1996,48,16,658,1636,17363000
1995,48,16,631,1533,15213000
1994,48,16,643,1643,13737000
1993,48,16,589,1489,11891000
2011,48,17,8535,17455,561402000
2010,48,17,8288,16853,418569000
2009,48,17,8323,17154,498060000
2008,48,17,8069,16886,460363000
2007,48,17,7689,16498,432410000
2006,48,17,7449,16209,417124000
2005,48,17,6959,15130,353379000
2004,48,17,6565,14123,321555000
2003,48,17,6754,14317,310224000
2002,48,17,7406,15716,393719000
2001,48,17,7987,16658,462280000
2000,48,17,7621,16270,441525000
1999,48,17,7350,15670,371475000
1998,48,17,7737,16517,363282000
1997,48,17,7440,15796,341029000
1996,48,17,7232,15655,322042000
1995,48,17,7157,15553,294570000
1994,48,17,7017,15622,255360000
1993,48,17,6749,14967,236538000
2011,48,18,3489,7120,143844000
2010,48,18,3408,7035,134801000
2009,48,18,3756,7706,163041000
2008,48,18,3510,7288,156615000
2007,48,18,3317,6852,141649000
2006,48,18,3186,6645,152713000
2005,48,18,2797,5698,114393000
2004,48,18,2841,5714,121297000
2003,48,18,2762,5631,121534000
2002,48,18,3225,6494,126135000
2001,48,18,3280,6553,141698000
2000,48,18,3152,6293,125975000
1999,48,18,3029,6179,132088000
1998,48,18,3330,6836,123717000
1997,48,18,3090,6510,107751000
1996,48,18,2964,6180,113471000
1995,48,18,2918,6208,98426000
1994,48,18,2926,6146,93126000
1993,48,18,2708,5632,74831000
2011,48,19,2006,4047,90761000
2010,48,19,2014,3918,79968000
2009,48,19,2100,4129,88223000
2008,48,19,1919,3854,88629000
2007,48,19,1736,3494,75431000
2006,48,19,1769,3477,65729000
2005,48,19,1641,3232,58120000
2004,48,19,1672,3348,63176000
2003,48,19,1695,3326,58233000
2002,48,19,1919,3792,77199000
2001,48,19,1963,3779,79828000
2000,48,19,1872,3746,103880000
1999,48,19,1982,3904,74403000
1998,48,19,1895,3681,63914000
1997,48,19,1958,3774,57608000
1996,48,19,1746,3324,52667000
1995,48,19,1670,3304,44871000
1994,48,19,1853,3773,57866000
1993,48,19,1740,3586,51694000
2011,48,20,4397,9451,227645000
2010,48,20,4243,9176,185024000
2009,48,20,4446,9552,206868000
2008,48,20,4414,9632,224505000
2007,48,20,4133,9129,188719000
2006,48,20,4206,9207,192611000
2005,48,20,3854,8391,166122000
2004,48,20,3884,8524,170746000
2003,48,20,4058,8805,183494000
2002,48,20,4400,9507,203909000
2001,48,20,4586,9900,215414000
2000,48,20,4362,9505,197113000
1999,48,20,4485,9735,205477000
1998,48,20,4376,9565,181974000
1997,48,20,4237,9294,177044000
1996,48,20,4443,10239,172302000
1995,48,20,4143,9337,129430000
1994,48,20,4075,9280,127048000
1993,48,20,3978,8965,133796000
2011,48,21,2430,5376,102393000
2010,48,21,2241,4912,96216000
2009,48,21,2338,5191,105743000
2008,48,21,2180,4851,115526000
2007,48,21,1997,4525,89316000
2006,48,21,2161,4793,91023000
2005,48,21,1696,3708,76018000
2004,48,21,1722,3786,63913000
2003,48,21,1802,3883,71379000
